selected_chem	prestwick_ID	jaccard_distance	tanimoto_similarity	similarity_ranking	prestwick_chemname	target_species	measured_n_inhibited_strains	most_similar_category
Opicapone	Prestw-336	0.9066666666666666	0.09333333333333338	300	Chlormezanone	human	0	NA
Opicapone	Prestw-337	0.9066666666666666	0.09333333333333338	300	Procainamide hydrochloride	human	0	NA
Opicapone	Prestw-742	0.9066666666666666	0.09333333333333338	300	Sulfamethizole	bacteria	0	NA
Opicapone	Prestw-999	0.9066666666666666	0.09333333333333338	300	Proguanil hydrochloride	protozoa	0	NA
Opicapone	Prestw-1078	0.9069767441860463	0.09302325581395365	305	Benzylpenicillin sodium	bacteria	38	NA
Opicapone	Prestw-1303	0.9069767441860463	0.09302325581395365	305	Pefloxacine	bacteria	25	NA
Opicapone	Prestw-1414	0.9069767441860463	0.09302325581395365	305	Fleroxacin	bacteria	13	NA
Opicapone	Prestw-369	0.9069767441860463	0.09302325581395365	305	Meloxicam	human	0	NA
Opicapone	Prestw-80	0.9069767441860463	0.09302325581395365	305	Trimethobenzamide hydrochloride	human	0	NA
Opicapone	Prestw-1399	0.9072164948453608	0.09278350515463918	310	Doxycycline hydrochloride	bacteria	40	NA
Opicapone	Prestw-307	0.9072164948453608	0.09278350515463918	310	Oxytetracycline dihydrate	bacteria	39	NA
Opicapone	Prestw-964	0.9072164948453608	0.09278350515463918	310	Methacycline hydrochloride	bacteria	40	NA
Opicapone	Prestw-161	0.9076923076923076	0.09230769230769242	313	Isoniazid	bacteria	0	NA
Opicapone	Prestw-881	0.9076923076923076	0.09230769230769242	313	Niacin	human	0	NA
Opicapone	Prestw-1049	0.9078947368421052	0.0921052631578948	315	Oxyphenbutazone	human	0	NA
Opicapone	Prestw-190	0.9078947368421052	0.0921052631578948	315	Tolbutamide	human	0	NA
Opicapone	Prestw-198	0.9078947368421052	0.0921052631578948	315	Salbutamol	human	0	NA
Opicapone	Prestw-554	0.9078947368421052	0.0921052631578948	315	Tolazamide	human	0	NA
Opicapone	Prestw-724	0.9078947368421052	0.0921052631578948	315	Sulfamethoxypyridazine	bacteria	0	NA
Opicapone	Prestw-221	0.9080459770114944	0.09195402298850563	320	Norfloxacin	bacteria	27	NA
Opicapone	Prestw-311	0.9080459770114944	0.09195402298850563	320	Ifenprodil tartrate	human	0	NA
Opicapone	Prestw-897	0.9080459770114944	0.09195402298850563	320	Pipemidic acid	bacteria	6	NA
Opicapone	Prestw-315	0.9081632653061223	0.09183673469387765	323	Minocycline hydrochloride	bacteria	40	NA
Opicapone	Prestw-843	0.9081632653061223	0.09183673469387765	323	Nafcillin sodium salt monohydrate	bacteria	27	NA
Opicapone	Prestw-1419	0.9090909090909092	0.09090909090909083	325	Fluocinolone acetonide	human	0	NA
Opicapone	Prestw-1449	0.9090909090909092	0.09090909090909083	325	Nicotinamide	human	0	NA
Opicapone	Prestw-1516	0.9090909090909092	0.09090909090909083	325	Levalbuterol hydrochloride	human	0	NA
Opicapone	Prestw-277	0.9090909090909092	0.09090909090909083	325	Labetalol hydrochloride	human	1	NA
Opicapone	Prestw-283	0.9090909090909092	0.09090909090909083	325	Homochlorcyclizine dihydrochloride	human	3	NA
Opicapone	Prestw-750	0.9090909090909092	0.09090909090909083	325	Mevalonic-D, L acid lactone	not a drug	0	NA
Opicapone	Prestw-934	0.9090909090909092	0.09090909090909083	325	Flucytosine	fungi	3	NA
Opicapone	Prestw-973	0.9090909090909092	0.09090909090909083	325	Pirlindole mesylate	human	0	NA
Opicapone	Prestw-976	0.9090909090909092	0.09090909090909083	325	Tracazolate hydrochloride	not a drug	1	NA
Opicapone	Prestw-130	0.91	0.08999999999999997	334	Dexamethasone acetate	human	0	NA
Opicapone	Prestw-655	0.91	0.08999999999999997	334	Halcinonide	human	0	NA
Opicapone	Prestw-113	0.9101123595505618	0.0898876404494382	336	Ciprofloxacin hydrochloride monohydrate	bacteria	39	NA
Opicapone	Prestw-357	0.9101123595505618	0.0898876404494382	336	Amoxicillin	bacteria	35	NA
Opicapone	Prestw-784	0.9101123595505618	0.0898876404494382	336	Bendroflumethiazide	human	0	NA
Opicapone	Prestw-352	0.9102564102564102	0.08974358974358976	339	Dobutamine hydrochloride	human	0	NA
Opicapone	Prestw-993	0.9102564102564102	0.08974358974358976	339	Ribavirin	viruses	4	NA
Opicapone	Prestw-946	0.9107142857142856	0.08928571428571441	341	Altretamine	human	0	NA
Opicapone	Prestw-654	0.9108910891089108	0.08910891089108919	342	Benfotiamine	human	0	NA
Opicapone	Prestw-1307	0.9111111111111112	0.0888888888888888	343	Olopatadine hydrochloride	human	0	NA
Opicapone	Prestw-1343	0.9111111111111112	0.0888888888888888	343	Sparfloxacin	bacteria	36	NA
Opicapone	Prestw-306	0.9111111111111112	0.0888888888888888	343	Clemastine fumarate	human	3	NA
Opicapone	Prestw-455	0.9111111111111112	0.0888888888888888	343	Mebhydroline 1,5-naphtalenedisulfonate	human	4	NA
Opicapone	Prestw-76	0.9111111111111112	0.0888888888888888	343	Dibucaine	human	1	NA
Opicapone	Prestw-1280	0.9113924050632912	0.08860759493670878	348	Mepivacaine hydrochloride	human	0	NA
Opicapone	Prestw-196	0.9113924050632912	0.08860759493670878	348	Pentoxifylline	human	0	NA
Opicapone	Prestw-246	0.9113924050632912	0.08860759493670878	348	Pinacidil	human	0	NA
Opicapone	Prestw-55	0.9113924050632912	0.08860759493670878	348	Acetohexamide	human	0	NA
Opicapone	Prestw-62	0.9113924050632912	0.08860759493670878	348	Homatropine hydrobromide (R,S)	human	0	NA
Opicapone	Prestw-70	0.9113924050632912	0.08860759493670878	348	Tolnaftate	fungi	10	NA
Opicapone	Prestw-807	0.9113924050632912	0.08860759493670878	348	Chloropyramine hydrochloride	human	0	NA
Opicapone	Prestw-823	0.9113924050632912	0.08860759493670878	348	Sulfamonomethoxine	veterinary: infections	3	NA
Opicapone	Prestw-1207	0.9117647058823528	0.08823529411764719	356	Acetylsalicylic acid	human	0	NA
Opicapone	Prestw-1256	0.9117647058823528	0.08823529411764719	356	Caffeine	human	0	NA
Opicapone	Prestw-218	0.9117647058823528	0.08823529411764719	356	Fenbufen	human	2	NA
Opicapone	Prestw-375	0.912087912087912	0.08791208791208804	359	Methiothepin maleate	human	12	NA
Opicapone	Prestw-13	0.9125	0.08750000000000002	360	Hydroflumethiazide	human	0	NA
Opicapone	Prestw-344	0.9125	0.08750000000000002	360	Clorgyline hydrochloride	human	0	NA
Opicapone	Prestw-497	0.9125	0.08750000000000002	360	Vancomycin hydrochloride	bacteria	31	NA
Opicapone	Prestw-558	0.9125	0.08750000000000002	360	Gliclazide	human	0	NA
Opicapone	Prestw-632	0.9125	0.08750000000000002	360	Dipivefrin hydrochloride	human	0	NA
Opicapone	Prestw-838	0.9125	0.08750000000000002	360	Iocetamic acid	human	2	NA
Opicapone	Prestw-92	0.9125	0.08750000000000002	360	Zimelidine dihydrochloride monohydrate	human	0	NA
Opicapone	Prestw-832	0.912621359223301	0.08737864077669899	367	Cefoxitin sodium salt	bacteria	36	NA
Opicapone	Prestw-858	0.912621359223301	0.08737864077669899	367	Doxazosin mesylate	human	3	NA
Opicapone	Prestw-1444	0.9130434782608696	0.08695652173913038	369	Mitotane	human	4	NA
Opicapone	Prestw-265	0.9130434782608696	0.08695652173913038	369	Dimenhydrinate	human	0	NA
Opicapone	Prestw-29	0.9130434782608696	0.08695652173913038	369	Antipyrine	human	0	NA
Opicapone	Prestw-340	0.9130434782608696	0.08695652173913038	369	Domperidone	human	1	NA
Opicapone	Prestw-56	0.9130434782608696	0.08695652173913038	369	Sulpiride	human	0	NA
Opicapone	Prestw-723	0.9130434782608696	0.08695652173913038	369	Phenethicillin potassium salt	bacteria	35	NA
Opicapone	Prestw-895	0.9130434782608696	0.08695652173913038	369	Aminohippuric acid	human	0	NA
Opicapone	Prestw-774	0.9134615384615384	0.08653846153846156	376	Fluocinonide	human	0	NA
Opicapone	Prestw-522	0.9135135135135136	0.08648648648648638	377	Thiostrepton	veterinary: infections	35	NA
Opicapone	Prestw-1041	0.9135802469135802	0.0864197530864198	378	Etomidate	human	4	NA
Opicapone	Prestw-1390	0.9135802469135802	0.0864197530864198	378	Desloratadine	human	0	NA
Opicapone	Prestw-1415	0.9135802469135802	0.0864197530864198	378	Floxuridine	human	22	NA
Opicapone	Prestw-227	0.9135802469135802	0.0864197530864198	378	Clemizole hydrochloride	human	20	NA
Opicapone	Prestw-233	0.9135802469135802	0.0864197530864198	378	Hyoscyamine (L)	human	1	NA
Opicapone	Prestw-255	0.9135802469135802	0.0864197530864198	378	Niflumic acid	human	0	NA
Opicapone	Prestw-903	0.9135802469135802	0.0864197530864198	378	Diloxanide furoate	protozoa	1	NA
Opicapone	Prestw-310	0.913978494623656	0.08602150537634401	385	Mebeverine hydrochloride	human	0	NA
Opicapone	Prestw-430	0.9142857142857144	0.08571428571428563	386	Cisapride	human	1	NA
Opicapone	Prestw-752	0.9142857142857144	0.08571428571428563	386	Phenazopyridine hydrochloride	human	1	NA
Opicapone	Prestw-813	0.9142857142857144	0.08571428571428563	386	Bucladesine sodium salt	human	0	NA
Opicapone	Prestw-874	0.9142857142857144	0.08571428571428563	386	Theobromine	human	0	NA
Opicapone	Prestw-1096	0.9146341463414634	0.08536585365853655	390	Estriol	human	0	NA
Opicapone	Prestw-1298	0.9146341463414634	0.08536585365853655	390	Lamivudine	viruses	0	NA
Opicapone	Prestw-262	0.9146341463414634	0.08536585365853655	390	Triprolidine hydrochloride	human	0	NA
Opicapone	Prestw-441	0.9146341463414634	0.08536585365853655	390	Estradiol-17 beta	human	0	NA
Opicapone	Prestw-437	0.9150943396226416	0.08490566037735836	394	Digoxin	human	1	NA
Opicapone	Prestw-1027	0.9154929577464788	0.08450704225352124	395	Tocainide hydrochloride	human	0	NA
Opicapone	Prestw-14	0.9154929577464788	0.08450704225352124	395	Sulfacetamide sodic hydrate	bacteria	0	NA
Opicapone	Prestw-1471	0.9154929577464788	0.08450704225352124	395	Amfepramone hydrochloride	human	0	NA
Opicapone	Prestw-439	0.9154929577464788	0.08450704225352124	395	Carbimazole	human	0	NA
Opicapone	Prestw-761	0.9154929577464788	0.08450704225352124	395	Butamben	human	1	NA
Opicapone	Prestw-800	0.9154929577464788	0.08450704225352124	395	Amrinone	human	0	NA
Opicapone	Prestw-1266	0.9156626506024096	0.08433734939759041	401	Gemcitabine	human	3	NA
Opicapone	Prestw-236	0.9156626506024096	0.08433734939759041	401	Dilazep dihydrochloride	human	0	NA
Opicapone	Prestw-57	0.9156626506024096	0.08433734939759041	401	Benoxinate hydrochloride	human	0	NA
Opicapone	Prestw-630	0.9156626506024096	0.08433734939759041	401	Dimethisoquin hydrochloride	human	2	NA
Opicapone	Prestw-806	0.9156626506024096	0.08433734939759041	401	Trimipramine maleate salt	human	0	NA
Opicapone	Prestw-959	0.9156626506024096	0.08433734939759041	401	Proparacaine hydrochloride	human	0	NA
Opicapone	Prestw-137	0.9157894736842104	0.08421052631578962	407	Clindamycin hydrochloride	bacteria	39	NA
Opicapone	Prestw-1473	0.9157894736842104	0.08421052631578962	407	Estradiol Valerate	human	16	NA
Opicapone	Prestw-409	0.9157894736842104	0.08421052631578962	407	Amiodarone hydrochloride	human	15	NA
Opicapone	Prestw-1483	0.9166666666666666	0.08333333333333337	410	Fludarabine	human	2	NA
Opicapone	Prestw-204	0.9166666666666666	0.08333333333333337	410	Flumequine	bacteria	29	NA
Opicapone	Prestw-211	0.9166666666666666	0.08333333333333337	410	Piroxicam	human	0	NA
Opicapone	Prestw-339	0.9166666666666666	0.08333333333333337	410	Guanfacine hydrochloride	human	0	NA
Opicapone	Prestw-461	0.9166666666666666	0.08333333333333337	410	Tropisetron HCl	human	0	NA
Opicapone	Prestw-495	0.9166666666666666	0.08333333333333337	410	Terconazole	fungi	0	NA
Opicapone	Prestw-704	0.9166666666666666	0.08333333333333337	410	Bromopride	human	0	NA
Opicapone	Prestw-738	0.9166666666666666	0.08333333333333337	410	Folinic acid calcium salt	human	0	NA
Opicapone	Prestw-8	0.9166666666666666	0.08333333333333337	410	Amprolium hydrochloride	veterinary: metazoan parasites	1	NA
Opicapone	Prestw-963	0.9166666666666666	0.08333333333333337	410	Enilconazole	veterinary: host animal	15	NA
Opicapone	Prestw-98	0.9166666666666666	0.08333333333333337	410	Acetylsalicylsalicylic acid	not a drug	0	NA
Opicapone	Prestw-443	0.9174311926605504	0.0825688073394496	421	Gabazine bromide	not a drug	0	NA
Opicapone	Prestw-140	0.9175257731958762	0.08247422680412375	422	Tetracycline hydrochloride	bacteria	39	NA
Opicapone	Prestw-185	0.9175257731958762	0.08247422680412375	422	Aztreonam	bacteria	8	NA
Opicapone	Prestw-380	0.9175257731958762	0.08247422680412375	422	Clebopride maleate	human	0	NA
Opicapone	Prestw-529	0.9175257731958762	0.08247422680412375	422	Mesoridazine besylate	human	4	NA
Opicapone	Prestw-212	0.9176470588235294	0.08235294117647063	426	Pyrantel tartrate	metazoan parasites	0	NA
Opicapone	Prestw-305	0.9176470588235294	0.08235294117647063	426	Bupivacaine hydrochloride	human	0	NA
Opicapone	Prestw-652	0.9176470588235294	0.08235294117647063	426	Picrotoxinin	not a drug	0	NA
Opicapone	Prestw-1288	0.9178082191780822	0.0821917808219178	429	Idebenone	human	4	NA
Opicapone	Prestw-243	0.9178082191780822	0.0821917808219178	429	Bufexamac	human	1	NA
Opicapone	Prestw-329	0.9178082191780822	0.0821917808219178	429	Tacrine hydrochloride	human	0	NA
Opicapone	Prestw-711	0.9178082191780822	0.0821917808219178	429	Sulfabenzamide	antiseptic	0	NA
Opicapone	Prestw-1087	0.918032786885246	0.08196721311475397	433	2-Chloropyrazine	not a drug	0	NA
Opicapone	Prestw-539	0.9181818181818182	0.08181818181818179	434	Thiocolchicoside	human	0	NA
Opicapone	Prestw-700	0.9181818181818182	0.08181818181818179	434	Cefmetazole sodium salt	bacteria	32	NA
Opicapone	Prestw-187	0.9183673469387756	0.08163265306122436	436	Catharanthine	human	2	NA
Opicapone	Prestw-506	0.9183673469387756	0.08163265306122436	436	Sisomicin sulfate	bacteria	4	NA
Opicapone	Prestw-1405	0.9186046511627908	0.08139534883720922	438	Ethinylestradiol	human	0	NA
Opicapone	Prestw-347	0.9186046511627908	0.08139534883720922	438	Thioguanosine	human	3	NA
Opicapone	Prestw-475	0.9186046511627908	0.08139534883720922	438	Brompheniramine maleate	human	1	NA
Opicapone	Prestw-503	0.9186046511627908	0.08139534883720922	438	Cetirizine dihydrochloride	human	0	NA
Opicapone	Prestw-565	0.9186046511627908	0.08139534883720922	438	Atropine sulfate monohydrate	human	0	NA
Opicapone	Prestw-641	0.9186046511627908	0.08139534883720922	438	Sulmazole	not a drug	0	NA
Opicapone	Prestw-1322	0.918918918918919	0.08108108108108103	444	Pyridostigmine iodide	human	0	NA
Opicapone	Prestw-172	0.918918918918919	0.08108108108108103	444	Etofylline	human	0	NA
Opicapone	Prestw-188	0.918918918918919	0.08108108108108103	444	Pentolinium bitartrate	human	0	NA
Opicapone	Prestw-393	0.918918918918919	0.08108108108108103	444	Hemicholinium bromide	not a drug	0	NA
Opicapone	Prestw-481	0.918918918918919	0.08108108108108103	444	Serotonin hydrochloride	not a drug	0	NA
Opicapone	Prestw-50	0.918918918918919	0.08108108108108103	444	Lidocaine hydrochloride	human	0	NA
Opicapone	Prestw-535	0.918918918918919	0.08108108108108103	444	Methoxamine hydrochloride	human	0	NA
Opicapone	Prestw-543	0.918918918918919	0.08108108108108103	444	Betahistine mesylate	human	0	NA
Opicapone	Prestw-706	0.918918918918919	0.08108108108108103	444	Chlorcyclizine hydrochloride	human	2	NA
Opicapone	Prestw-888	0.918918918918919	0.08108108108108103	444	Promethazine hydrochloride	human	7	NA
Opicapone	Prestw-1009	0.9191919191919192	0.08080808080808077	454	Pivampicillin	bacteria	20	NA
Opicapone	Prestw-451	0.9191919191919192	0.08080808080808077	454	Alizapride HCl	human	0	NA
Opicapone	Prestw-627	0.9191919191919192	0.08080808080808077	454	Folic acid	human	2	NA
Opicapone	Prestw-729	0.9193548387096774	0.08064516129032262	457	Sulfanilamide	bacteria	0	NA
Opicapone	Prestw-127	0.9195402298850576	0.08045977011494243	458	Isoconazole	fungi	31	NA
Opicapone	Prestw-232	0.9195402298850576	0.08045977011494243	458	Scopolamin-N-oxide hydrobromide	human	0	NA
Opicapone	Prestw-869	0.9195402298850576	0.08045977011494243	458	Phthalylsulfathiazole	bacteria	0	NA
Opicapone	Prestw-1068	0.92	0.07999999999999996	461	Thiethylperazine dimalate	human	7	NA
Opicapone	Prestw-1079	0.92	0.07999999999999996	461	Chlorambucil	human	0	NA
Opicapone	Prestw-1112	0.92	0.07999999999999996	461	Procarbazine hydrochloride	human	0	NA
Opicapone	Prestw-1263	0.92	0.07999999999999996	461	Cefdinir	bacteria	34	NA
Opicapone	Prestw-223	0.92	0.07999999999999996	461	Xylometazoline hydrochloride	human	0	NA
Opicapone	Prestw-349	0.92	0.07999999999999996	461	Ritodrine hydrochloride	human	0	NA
Opicapone	Prestw-388	0.92	0.07999999999999996	461	Dequalinium dichloride	antiseptic	30	NA
Opicapone	Prestw-41	0.92	0.07999999999999996	461	Procaine hydrochloride	human	0	NA
Opicapone	Prestw-504	0.92	0.07999999999999996	461	Etifenin	human	0	NA
Opicapone	Prestw-574	0.92	0.07999999999999996	461	Dacarbazine	human	1	NA
Opicapone	Prestw-802	0.92	0.07999999999999996	461	Methazolamide	human	0	NA
Opicapone	Prestw-820	0.92	0.07999999999999996	461	Aminophylline	human	0	NA
Opicapone	Prestw-840	0.92	0.07999999999999996	461	Ethopropazine hydrochloride	human	13	NA
Opicapone	Prestw-939	0.92	0.07999999999999996	461	Iodipamide	human	0	NA
Opicapone	Prestw-951	0.92	0.07999999999999996	461	Crotamiton	veterinary: metazoan parasites	0	NA
Opicapone	Prestw-974	0.92	0.07999999999999996	461	Pronethalol hydrochloride	not a drug	1	NA
Opicapone	Prestw-1008	0.9204545454545454	0.07954545454545459	477	Gabexate mesilate	not a drug	0	NA
Opicapone	Prestw-406	0.9204545454545454	0.07954545454545459	477	Morpholinoethylamino-3-benzocyclohepta-(5,6-c)-pyridazine dihydrochloride	not a drug	0	NA
Opicapone	Prestw-1119	0.9207920792079208	0.07920792079207917	479	Clocortolone pivalate	human	0	NA
Opicapone	Prestw-416	0.9207920792079208	0.07920792079207917	479	Bacampicillin hydrochloride	bacteria	29	NA
Opicapone	Prestw-821	0.9207920792079208	0.07920792079207917	479	Azlocillin sodium salt	bacteria	32	NA
Opicapone	Prestw-1076	0.9210526315789472	0.07894736842105277	482	Ciprofibrate	human	0	NA
Opicapone	Prestw-1507	0.9210526315789472	0.07894736842105277	482	Acefylline	human	0	NA
Opicapone	Prestw-151	0.9210526315789472	0.07894736842105277	482	Erythromycin	bacteria	37	NA
Opicapone	Prestw-816	0.9210526315789472	0.07894736842105277	482	Suprofen	human	0	NA
Opicapone	Prestw-1018	0.9213483146067416	0.0786516853932584	486	Alprostadil	human	0	NA
Opicapone	Prestw-114	0.9213483146067416	0.0786516853932584	486	Ampicillin trihydrate	bacteria	35	NA
Opicapone	Prestw-289	0.9213483146067416	0.0786516853932584	486	Pyrilamine maleate	human	0	NA
Opicapone	Prestw-367	0.9213483146067416	0.0786516853932584	486	Benfluorex hydrochloride	human	10	NA
Opicapone	Prestw-527	0.9213483146067416	0.0786516853932584	486	Tenoxicam	human	0	NA
Opicapone	Prestw-482	0.9217391304347826	0.07826086956521738	491	Cefotiam hydrochloride	bacteria	31	NA
Opicapone	Prestw-515	0.921875	0.078125	492	Trimethadione	human	1	NA
Opicapone	Prestw-913	0.921875	0.078125	492	2-Aminobenzenesulfonamide	bacteria	0	NA
Opicapone	Prestw-1052	0.922077922077922	0.07792207792207795	494	Iopanoic acid	human	3	NA
Opicapone	Prestw-419	0.922077922077922	0.07792207792207795	494	Bisacodyl	human	0	NA
Opicapone	Prestw-49	0.922077922077922	0.07792207792207795	494	Amyleine hydrochloride	human	0	NA
Opicapone	Prestw-722	0.922077922077922	0.07792207792207795	494	Isopyrin hydrochloride	not a drug	0	NA
Opicapone	Prestw-769	0.922077922077922	0.07792207792207795	494	Sulfameter	bacteria	0	NA
Opicapone	Prestw-831	0.922077922077922	0.07792207792207795	494	Butacaine	human	0	NA
Opicapone	Prestw-1271	0.9222222222222224	0.07777777777777761	500	Escitalopram	human	0	NA
Opicapone	Prestw-356	0.9222222222222224	0.07777777777777761	500	Adenosine 5'-monophosphate monohydrate	not a drug	1	NA
Opicapone	Prestw-566	0.9222222222222224	0.07777777777777761	500	Eserine hemisulfate salt	human	0	NA
Opicapone	Prestw-705	0.9222222222222224	0.07777777777777761	500	Methyl benzethonium chloride	antiseptic	34	NA
Opicapone	Prestw-773	0.9222222222222224	0.07777777777777761	500	Norgestrel-(-)-D	human	0	NA
Opicapone	Prestw-1424	0.9223300970873788	0.07766990291262121	505	Fulvestrant	human	0	NA
Opicapone	Prestw-619	0.9223300970873788	0.07766990291262121	505	Diflorasone Diacetate	human	0	NA
Opicapone	Prestw-1000	0.9224137931034484	0.0775862068965516	507	Lymecycline	bacteria	26	NA
Opicapone	Prestw-557	0.9224806201550388	0.07751937984496116	508	Dirithromycin	bacteria	37	NA
Opicapone	Prestw-1064	0.9230769230769232	0.07692307692307676	509	Meprylcaine hydrochloride	human	0	NA
Opicapone	Prestw-199	0.9230769230769232	0.07692307692307676	509	Prilocaine hydrochloride	human	1	NA
Opicapone	Prestw-203	0.9230769230769232	0.07692307692307676	509	Flufenamic acid	human	7	NA
Opicapone	Prestw-208	0.9230769230769232	0.07692307692307676	509	Trimethoprim	bacteria	24	NA
Opicapone	Prestw-282	0.9230769230769232	0.07692307692307676	509	Fenoterol hydrobromide	human	0	NA
Opicapone	Prestw-292	0.9230769230769232	0.07692307692307676	509	Trazodone hydrochloride	human	1	NA
Opicapone	Prestw-363	0.9230769230769232	0.07692307692307676	509	Colchicine	human	1	NA
Opicapone	Prestw-397	0.9230769230769232	0.07692307692307676	509	Clomiphene citrate (Z,E)	human	20	NA
Opicapone	Prestw-5	0.9230769230769232	0.07692307692307676	509	Atracurium besylate	human	0	NA
Opicapone	Prestw-692	0.9230769230769232	0.07692307692307676	509	Citalopram Hydrobromide	human	0	NA
Opicapone	Prestw-755	0.9230769230769232	0.07692307692307676	509	Piperacillin sodium salt	bacteria	37	NA
Opicapone	Prestw-781	0.9230769230769232	0.07692307692307676	509	Clobetasol propionate	human	0	NA
Opicapone	Prestw-995	0.9230769230769232	0.07692307692307676	509	Fluvoxamine maleate	human	2	NA
Opicapone	Prestw-991	0.923809523809524	0.07619047619047603	522	Gliquidone	human	2	NA
Opicapone	Prestw-1374	0.9239130434782608	0.07608695652173925	523	Chlormadinone acetate	human	0	NA
Opicapone	Prestw-148	0.9239130434782608	0.07608695652173925	523	Canrenoic acid potassium salt	human	0	NA
Opicapone	Prestw-1505	0.9239130434782608	0.07608695652173925	523	Valacyclovir hydrochloride	viruses	0	NA
Opicapone	Prestw-436	0.9239130434782608	0.07608695652173925	523	Digitoxigenin	human	0	NA
Opicapone	Prestw-588	0.9239130434782608	0.07608695652173925	523	Galanthamine hydrobromide	human	0	NA
Opicapone	Prestw-717	0.9239130434782608	0.07608695652173925	523	Finasteride	human	0	NA
Opicapone	Prestw-1454	0.9240506329113924	0.07594936708860756	529	Nylidrin	human	0	NA
Opicapone	Prestw-33	0.9240506329113924	0.07594936708860756	529	Diprophylline	human	0	NA
Opicapone	Prestw-366	0.9240506329113924	0.07594936708860756	529	Ambroxol hydrochloride	human	0	NA
Opicapone	Prestw-491	0.9240506329113924	0.07594936708860756	529	Metixene hydrochloride	human	13	NA
Opicapone	Prestw-583	0.9240506329113924	0.07594936708860756	529	Papaverine hydrochloride	human	0	NA
Opicapone	Prestw-731	0.9240506329113924	0.07594936708860756	529	Sulfaquinoxaline sodium salt	veterinary: metazoan parasites	0	NA
Opicapone	Prestw-166	0.9242424242424242	0.0757575757575758	535	Mafenide hydrochloride	bacteria	20	NA
Opicapone	Prestw-324	0.9242424242424242	0.0757575757575758	535	Phenylpropanolamine hydrochloride	human	1	NA
Opicapone	Prestw-514	0.9242424242424242	0.0757575757575758	535	Pyrazinamide	bacteria	0	NA
Opicapone	Prestw-893	0.9242424242424242	0.0757575757575758	535	Felbinac	human	0	NA
Opicapone	Prestw-949	0.9242424242424242	0.0757575757575758	535	(+,-)-Octopamine hydrochloride	human	0	NA
Opicapone	Prestw-462	0.9245283018867924	0.07547169811320764	540	Cefixime	bacteria	26	NA
Opicapone	Prestw-997	0.9245283018867924	0.07547169811320764	540	Fluticasone propionate	human	0	NA
Opicapone	Prestw-463	0.9247311827956988	0.07526881720430123	542	Metrizamide	human	0	NA
Opicapone	Prestw-688	0.9247311827956988	0.07526881720430123	542	Estropipate	human	1	NA
Opicapone	Prestw-883	0.9247311827956988	0.07526881720430123	542	Digoxigenin	not a drug	0	NA
Opicapone	Prestw-1334	0.925	0.07499999999999996	545	Rivastigmine	human	1	NA
Opicapone	Prestw-21	0.925	0.07499999999999996	545	Sulfaphenazole	bacteria	1	NA
Opicapone	Prestw-215	0.925	0.07499999999999996	545	Mefexamide hydrochloride	human	0	NA
Opicapone	Prestw-327	0.925	0.07499999999999996	545	Cefoperazone dihydrate	bacteria	36	NA
Opicapone	Prestw-433	0.925	0.07499999999999996	545	Cyanocobalamin	human	0	NA
Opicapone	Prestw-788	0.925	0.07499999999999996	545	Hexylcaine hydrochloride	human	0	NA
Opicapone	Prestw-830	0.925	0.07499999999999996	545	Ethaverine hydrochloride	human	10	NA
Opicapone	Prestw-979	0.925	0.07499999999999996	545	Ozagrel hydrochloride	human	0	NA
Opicapone	Prestw-1501	0.9253731343283582	0.07462686567164178	553	Fenipentol	human	0	NA
Opicapone	Prestw-43	0.9253731343283582	0.07462686567164178	553	Betazole hydrochloride	human	0	NA
Opicapone	Prestw-1443	0.925531914893617	0.07446808510638303	555	Misoprostol	human	0	NA
Opicapone	Prestw-302	0.925531914893617	0.07446808510638303	555	Lincomycin hydrochloride	bacteria	37	NA
Opicapone	Prestw-365	0.925531914893617	0.07446808510638303	555	Brinzolamide	human	0	NA
Opicapone	Prestw-718	0.925531914893617	0.07446808510638303	555	Fluorometholone	human	1	NA
Opicapone	Prestw-1094	0.925925925925926	0.07407407407407396	559	Sulfadoxine	veterinary: infections	0	NA
Opicapone	Prestw-12	0.925925925925926	0.07407407407407396	559	Benzonatate	human	0	NA
Opicapone	Prestw-175	0.925925925925926	0.07407407407407396	559	Aceclofenac	human	0	NA
Opicapone	Prestw-222	0.925925925925926	0.07407407407407396	559	Antimycin A	veterinary: infections	0	NA
Opicapone	Prestw-361	0.925925925925926	0.07407407407407396	559	Bambuterol hydrochloride	human	0	NA
Opicapone	Prestw-426	0.925925925925926	0.07407407407407396	559	Buflomedil hydrochloride	human	0	NA
Opicapone	Prestw-617	0.925925925925926	0.07407407407407396	559	Quipazine dimaleate salt	not a drug	2	NA
Opicapone	Prestw-68	0.925925925925926	0.07407407407407396	559	Isoxsuprine hydrochloride	human	0	NA
Opicapone	Prestw-10	0.9264705882352942	0.07352941176470584	567	Sulfaguanidine	bacteria	1	NA
Opicapone	Prestw-1088	0.9264705882352942	0.07352941176470584	567	(+,-)-Synephrine	human	0	NA
Opicapone	Prestw-52	0.9264705882352942	0.07352941176470584	567	Carbamazepine	human	0	NA
Opicapone	Prestw-36	0.926605504587156	0.07339449541284404	570	Troleandomycin	bacteria	33	NA
Opicapone	Prestw-109	0.926829268292683	0.07317073170731703	571	Dizocilpine maleate	human	0	NA
Opicapone	Prestw-1197	0.926829268292683	0.07317073170731703	571	Toremifene	human	15	NA
