chem_id	umap1	umap2	Chemical Library	ProductName	n_predicted_inhibited_strains	antibiotic	Reported Activity
HY-17395	5.5820227	10.772478	MCE	Terbinafine hydrochloride	0	not_abx	NA
HY-17391	9.2446575	1.6783705	MCE	Pamabrom	0	not_abx	NA
HY-17389	2.4601114	-1.3269079	MCE	Genipin	0	not_abx	NA
HY-17387	6.259464	6.376712	MCE	(-)-Huperzine A	0	not_abx	NA
HY-17376	7.4535737	7.501897	MCE	Ezetimibe	0	not_abx	NA
HY-17375	-0.64446867	5.907274	MCE	Allylestrenol	0	not_abx	NA
HY-17371	4.429397	3.2227898	MCE	Oxaliplatin	0	not_abx	NA
HY-17363	3.8360198	1.0543916	MCE	Dimethyl fumarate	0	not_abx	NA
HY-17360	5.2198524	7.91329	MCE	Tiotropium (Bromide)	0	not_abx	NA
HY-17359	9.729869	9.758866	MCE	Deferasirox	0	not_abx	NA
HY-17358	-1.3709228	4.609121	MCE	Loteprednol Etabonate	0	not_abx	NA
HY-17357	9.991206	8.418849	MCE	Nepafenac	0	not_abx	NA
HY-17355A	4.9933877	7.010091	MCE	Dexpramipexole (dihydrochloride)	0	not_abx	NA
HY-17044	6.5578837	10.434665	MCE	Duvelisib	0	not_abx	NA
HY-17469	10.699656	8.747497	MCE	Gimeracil	0	not_abx	NA
HY-17470	7.375172	1.0797279	MCE	Mizoribine	0	not_abx	NA
HY-17473	2.834704	2.629539	MCE	Embelin	0	not_abx	NA
HY-17574	3.6824806	4.452341	MCE	Thio-TEPA	0	not_abx	NA
HY-18681	7.2500925	9.249141	MCE	Voxelotor	0	not_abx	NA
HY-18569	6.9000654	12.030276	MCE	3-Indoleacetic acid	0	not_abx	NA
HY-18347A	9.889702	8.976878	MCE	Conivaptan (hydrochloride)	0	not_abx	NA
HY-18346	8.236582	7.4185634	MCE	Mozavaptan	0	not_abx	NA
HY-18258	7.4204226	11.204495	MCE	Berberine (chloride)	0	not_abx	NA
HY-18252	6.1380396	8.3784485	MCE	Avanafil	0	not_abx	NA
HY-18204A	8.366238	7.0169997	MCE	LCZ696	0	not_abx	NA
HY-18204	7.2108183	8.056786	MCE	Valsartan	0	not_abx	NA
HY-17611	8.4232855	5.0688777	MCE	Etripamil	0	not_abx	NA
HY-17600	6.539423	9.236213	MCE	Acalabrutinib	0	not_abx	NA
HY-17577	7.4534407	11.2018175	MCE	Berberine (chloride hydrate)	0	not_abx	NA
HY-17570	-1.4650218	5.206431	MCE	Desoximetasone	0	not_abx	NA
HY-17474	10.054103	9.423035	MCE	Parecoxib	0	not_abx	NA
HY-17569	-1.2290652	4.5277762	MCE	Difluprednate	0	not_abx	NA
HY-17568	7.638437	4.809969	MCE	Nonivamide	0	not_abx	NA
HY-17552	4.743215	3.7069676	MCE	sn-Glycero-3-phosphocholine	0	not_abx	NA
HY-17551	4.552818	0.50964814	MCE	NMDA	0	not_abx	NA
HY-17509	7.9250474	10.045014	MCE	Deracoxib	0	not_abx	NA
HY-17504	6.9073606	7.659179	MCE	Rosuvastatin (Calcium)	0	not_abx	NA
HY-17490	4.9173117	2.4210353	MCE	Oxaceprol	0	not_abx	NA
HY-17484	8.660562	7.599448	MCE	Ampiroxicam	0	not_abx	NA
HY-17479A	10.271368	8.5062895	MCE	Amfenac (Sodium Hydrate)	0	not_abx	NA
HY-17477	11.799298	7.801772	MCE	Guacetisal	0	not_abx	NA
HY-17474A	10.030955	9.416477	MCE	Parecoxib (Sodium)	0	not_abx	NA
HY-17039	6.708028	7.511135	MCE	Alcaftadine	0	not_abx	NA
HY-17038A	6.507537	11.44462	MCE	Agomelatine (hydrochloride)	0	not_abx	NA
HY-17038	6.4778323	11.455176	MCE	Agomelatine	0	not_abx	NA
HY-15656A	6.80187	8.249805	MCE	Ceritinib dihydrochloride	0	not_abx	NA
HY-16045	3.8111467	1.9763033	MCE	Hexaminolevulinate (hydrochloride)	0	not_abx	NA
HY-15981	5.294218	7.9204235	MCE	Omarigliptin	0	not_abx	NA
HY-15834A	6.787747	8.093139	MCE	Eprosartan (mesylate)	0	not_abx	NA
HY-15780	5.3018837	10.14604	MCE	Brexpiprazole	0	not_abx	NA
HY-15777A	4.803736	8.19784	MCE	Ribociclib hydrochloride	0	not_abx	NA
HY-15777	4.889539	8.227167	MCE	Ribociclib	0	not_abx	NA
HY-15772A	6.171608	9.817587	MCE	Osimertinib mesylate	0	not_abx	NA
HY-15772	6.252534	9.678113	MCE	Osimertinib	0	not_abx	NA
HY-15762	9.931058	9.50232	MCE	Valdecoxib	0	not_abx	NA
HY-15685	4.9468565	9.763204	MCE	Ripasudil	0	not_abx	NA
HY-15660	5.3301816	8.010866	MCE	Efinaconazole	0	not_abx	NA
HY-15654	9.637033	7.798804	MCE	Sodium 4-phenylbutyrate	0	not_abx	NA
HY-16106	5.637886	9.519377	MCE	Talazoparib	0	not_abx	NA
HY-15552	10.63574	5.259816	MCE	Podofilox	0	not_abx	NA
HY-15409	10.397432	4.562926	MCE	Empagliflozin	0	not_abx	NA
HY-15408A	5.8559675	6.8780756	MCE	Trelagliptin (succinate)	0	not_abx	NA
HY-15408	5.644341	7.265117	MCE	Trelagliptin	0	not_abx	NA
HY-15407	8.352944	7.019378	MCE	Sacubitril	0	not_abx	NA
HY-15405	8.801952	8.248365	MCE	Teriflunomide	0	not_abx	NA
HY-15346A	5.3443604	8.651723	MCE	Copanlisib (dihydrochloride)	0	not_abx	NA
HY-15315A	5.141407	8.980231	MCE	Baricitinib (phosphate)	0	not_abx	NA
HY-15315	5.08403	9.019701	MCE	Baricitinib	0	not_abx	NA
HY-15306A	8.747181	7.8757477	MCE	Eltrombopag (Olamine)	0	not_abx	NA
HY-15306	9.8436985	9.154883	MCE	Eltrombopag	0	not_abx	NA
HY-16060	6.2850585	8.167572	MCE	Apalutamide	0	not_abx	NA
HY-16171	7.4481273	7.3385954	MCE	Diphenmanil (methylsulfate)	0	not_abx	NA
HY-17034B	8.306616	8.311453	MCE	Medetomidine (hydrochloride)	0	not_abx	NA
HY-16767	7.1251554	9.642797	MCE	Doravirine	0	not_abx	NA
HY-17034A	8.31339	8.325523	MCE	Dexmedetomidine (hydrochloride)	0	not_abx	NA
HY-17034	8.317265	8.375043	MCE	Medetomidine	0	not_abx	NA
HY-17020A	3.2950642	-0.33759788	MCE	Miglustat (hydrochloride)	0	not_abx	NA
HY-17016	3.5785255	2.3998404	MCE	Oseltamivir (phosphate)	0	not_abx	NA
HY-17015	4.044054	3.663042	MCE	Peramivir (trihydrate)	0	not_abx	NA
HY-17010	0.8062854	4.9475822	MCE	Retapamulin	0	abx	NA
HY-17009	8.208519	10.943343	MCE	Iguratimod	0	not_abx	NA
HY-17002	7.6124744	5.0694675	MCE	Suplatast (Tosilate)	0	not_abx	NA
HY-17001	8.079992	7.914815	MCE	Flupirtine (Maleate)	0	not_abx	NA
HY-16985	7.023066	8.920875	MCE	Darolutamide	0	not_abx	NA
HY-16908A	0.42994782	4.7572365	MCE	Lefamulin (acetate)	0	abx	NA
HY-16752	4.570805	3.4050195	MCE	Relebactam	0	not_abx	NA
HY-16276	6.407265	8.546785	MCE	Osilodrostat	0	not_abx	NA
HY-16725	6.4413238	8.774419	MCE	Lemborexant	0	not_abx	NA
HY-16565	-1.1153475	4.4622	MCE	10-Deacetylbaccatin III	0	not_abx	NA
HY-16564	9.807669	9.755102	MCE	Deferasirox (Fe3+ chelate)	0	not_abx	NA
HY-16561	11.569546	7.163139	MCE	Resveratrol	0	not_abx	NA
HY-16560	6.943586	10.806496	MCE	Camptothecin	0	not_abx	NA
HY-16513	2.3192616	-2.543485	MCE	VAL-083	0	not_abx	NA
HY-16503	4.0442805	1.2691412	MCE	Treosulfan	0	not_abx	NA
HY-16398	4.2451415	2.910985	MCE	Pipobroman	0	not_abx	NA
HY-16346	6.4110665	7.3500867	MCE	Netupitant	0	not_abx	NA
HY-16316	7.541642	5.2437015	MCE	Metipranolol hydrochloride	0	not_abx	NA
HY-16289	4.039247	-0.532	MCE	Lodoxamide (tromethamine)	0	not_abx	NA
HY-13010	7.2363772	10.6559725	MCE	Laquinimod	0	not_abx	NA
HY-12961A	6.1075125	5.8175654	MCE	Bretylium (tosylate)	0	not_abx	NA
HY-18690A	6.050928	8.690666	MCE	Enasidenib (mesylate)	0	not_abx	NA
HY-10285	0.9628978	5.6671214	MCE	Saxagliptin	0	not_abx	NA
HY-107378	7.990226	6.0140343	MCE	L-Valyl-L-phenylalanine	0	not_abx	NA
HY-107337	7.6461897	6.272403	MCE	Delapril (hydrochloride)	0	not_abx	NA
HY-107324	1.3753695	2.346066	MCE	β-Elemene	0	not_abx	NA
HY-107319	5.942366	7.038139	MCE	Almitrine mesylate	0	not_abx	NA
HY-106673	-1.0439531	4.6276693	MCE	Hydrocortisone buteprate	0	not_abx	NA
HY-106372A	8.013336	7.1736054	MCE	Carcainium (chloride)	0	not_abx	NA
HY-10574	8.442343	8.969489	MCE	Rilpivirine	0	not_abx	NA
HY-10571A	5.3188906	9.1106415	MCE	Delavirdine (mesylate)	0	not_abx	NA
HY-10570	6.2977395	8.567538	MCE	Nevirapine	0	not_abx	NA
HY-10564	8.797289	6.0622516	MCE	Sarpogrelate (hydrochloride)	0	not_abx	NA
HY-105185	7.9113774	5.350306	MCE	Fidarestat	0	not_abx	NA
HY-10451	7.4940653	9.861375	MCE	Canagliflozin	0	not_abx	NA
HY-10450	10.301646	4.549504	MCE	Dapagliflozin	0	not_abx	NA
HY-10448	7.791199	4.944509	MCE	Capsaicin	0	not_abx	NA
HY-10409A	6.4287286	8.126615	MCE	Fedratinib (hydrochloride hydrate)	0	not_abx	NA
HY-10409	6.5220675	8.132707	MCE	Fedratinib	0	not_abx	NA
HY-104026	9.481934	7.4926686	MCE	L-Kynurenine	0	not_abx	NA
HY-103638	9.404433	5.504197	MCE	3-Methoxytyramine (hydrochloride)	0	not_abx	NA
HY-10353	6.6896195	8.489069	MCE	Raltegravir	0	not_abx	NA
HY-103447	7.635671	4.6699986000000004	MCE	Zearalenone	0	not_abx	NA
HY-10341	5.163788	10.051791	MCE	Fasudil (Hydrochloride)	0	not_abx	NA
HY-103395	3.3416283	0.52415484	MCE	Methylmalonic acid	0	not_abx	NA
HY-103392	7.89661	5.2483892	MCE	Stiripentol	0	not_abx	NA
HY-103370	9.636024	9.32701	MCE	Talniflumate	0	not_abx	NA
HY-10330A	6.0872316	6.7754073	MCE	Toceranib (phosphate)	0	not_abx	NA
HY-107383	6.9339643	2.4939733	MCE	Tetrahydrobiopterin	0	not_abx	NA
HY-107385	0.18518668	5.1462812	MCE	Epristeride	0	not_abx	NA
HY-107542	3.322971	2.4188728	MCE	Oleoylethanolamide	0	not_abx	NA
HY-108413	5.76272	9.472791	MCE	Talazoparib tosylate	0	not_abx	NA
HY-10977	7.690481	10.680206	MCE	Tivozanib	0	not_abx	NA
HY-109654	8.177439	10.843855	MCE	Ensulizole	0	not_abx	NA
HY-109590	2.3798287	1.6983535	MCE	Arachidonic acid	0	not_abx	NA
HY-109121	6.1017923	8.7993765	MCE	Reldesemtiv	0	not_abx	NA
HY-109043A	9.036162	7.2684793	MCE	Solriamfetol (hydrochloride)	0	not_abx	NA
HY-109043	9.141593	7.263869	MCE	Solriamfetol	0	not_abx	NA
HY-109015	9.399142	8.859785	MCE	Tucidinostat	0	not_abx	NA
HY-10888	5.931881	8.540984	MCE	Istradefylline	0	not_abx	NA
HY-10863	2.4842937	1.7928821	MCE	Anandamide	0	not_abx	NA
HY-10852	1.5067806	4.6750755	MCE	Arterolane	0	not_abx	NA
HY-10846	6.494209	7.68186	MCE	Delamanid	0	not_abx	NA
HY-10820A	6.952358	9.486634	MCE	Pemetrexed (disodium)	0	not_abx	NA
HY-107795	11.424832	8.143641	MCE	Benorilate	0	not_abx	NA
HY-10820	6.9539857	9.6098	MCE	Pemetrexed	0	not_abx	NA
HY-107967	7.2408595	7.300252	MCE	Isosulfan blue	0	not_abx	NA
HY-107910	6.6149325	6.352615	MCE	Hyaluronidase	0	not_abx	NA
HY-107855	2.525325	3.1286876	MCE	DL-Mevalonolactone	0	not_abx	NA
HY-107854	6.5368695	11.334658	MCE	N-Acetyl-5-hydroxytryptamine	0	not_abx	NA
HY-107850	0.5550123	5.6706843	MCE	Pregnanediol	0	not_abx	NA
HY-107837	3.3887277	-1.3822914	MCE	2-Phospho-L-ascorbic acid (trisodium)	0	not_abx	NA
HY-107832	1.668942	1.8735123	MCE	Ketoisophorone	0	not_abx	NA
HY-107831	11.73393	7.9920583	MCE	5-Acetylsalicylic acid	0	not_abx	NA
HY-107824	2.5535629	-2.3635921	MCE	D-Melibiose	0	not_abx	NA
HY-107798	12.14287	6.7845836	MCE	Potassium guaiacolsulfonate (hemihydrate)	0	not_abx	NA
HY-10330	6.0609303	6.8450937	MCE	Toceranib	0	not_abx	NA
HY-10284	4.9724407	8.706078	MCE	Linagliptin	0	not_abx	NA
HY-128747A	2.8270493	-2.2773027	MCE	α-D-Glucose-1-phosphate (disodium hydrate)	0	not_abx	NA
HY-10268	9.046108	8.641325	MCE	Betrixaban	0	not_abx	NA
HY-101047	3.509813	2.7412925	MCE	D-erythro-Sphingosine	0	not_abx	NA
HY-101037	5.0192246	0.7225545	MCE	Sarcosine	0	not_abx	NA
HY-101036	4.7213407	3.8850193	MCE	Choline (bitartrate)	0	not_abx	NA
HY-100808	4.978442	0.21465713	MCE	(R)-Serine	0	not_abx	NA
HY-100807	9.83514	9.310148	MCE	Quinolinic acid	0	not_abx	NA
HY-100805	4.473014	0.55253977	MCE	D-Glutamic acid	0	not_abx	NA
HY-100803	5.665297	1.040555	MCE	Hypotaurine	0	not_abx	NA
HY-100795A	5.887276	6.503803	MCE	Pirmenol (hydrochloride)	0	not_abx	NA
HY-100666	5.588373	8.5490885	MCE	Fosfluconazole	0	not_abx	NA
HY-10065	7.9495726	10.755721	MCE	Axitinib	0	not_abx	NA
HY-100595	2.9444737	-1.9500808	MCE	Sodium stibogluconate	0	not_abx	NA
HY-100587	4.8441787	0.5923198	MCE	D-Glutamine	0	not_abx	NA
HY-100583A	11.350237	7.2711253	MCE	(±)-Equol	0	not_abx	NA
HY-100583	11.417363	7.240539	MCE	(-)-(S)-Equol	0	not_abx	NA
HY-100582	3.968437	-1.5306231	MCE	Ribitol	0	not_abx	NA
HY-100562	12.472338	7.114344	MCE	Flopropione	0	not_abx	NA
HY-100551	4.0100255	-1.4715616	MCE	meso-Erythritol	0	not_abx	NA
HY-100490B	2.7081604	4.618093	MCE	Rilmenidine (phosphate)	0	not_abx	NA
HY-100471	8.508027	8.535057	MCE	Esaxerenone	0	not_abx	NA
HY-100375	4.130353	1.1339141	MCE	Diroximel fumarate	0	not_abx	NA
HY-100256	7.444366	7.8041425	MCE	Trifarotene	0	not_abx	NA
HY-10021	5.0133696	9.203399	MCE	Varenicline (Tartrate)	0	not_abx	NA
HY-10020	5.0534196	9.1961	MCE	Varenicline (Hydrochloride)	0	not_abx	NA
HY-100196	9.395293	9.6984415	MCE	Pyrroloquinoline quinone	0	not_abx	NA
HY-10019	4.9352965	9.282888	MCE	Varenicline	0	not_abx	NA
HY-101086	4.6839676	3.7088046	MCE	Acetylcholine (iodide)	0	not_abx	NA
HY-101193	6.6601987	10.7463455	MCE	Zinc Protoporphyrin	0	not_abx	NA
HY-10122	6.758292	5.645436	MCE	Silodosin	0	not_abx	NA
HY-101474A	6.8187838	8.374284	MCE	Zanubrutinib	0	not_abx	NA
HY-10255A	6.3824544	6.6331735	MCE	Sunitinib	0	not_abx	NA
HY-10230	5.9403596	10.644203	MCE	Midostaurin	0	not_abx	NA
HY-10227	7.194891	6.06698	MCE	Bortezomib	0	not_abx	NA
HY-10225	9.829109	8.585612	MCE	Belinostat	0	not_abx	NA
HY-10224	6.3692446	10.211287	MCE	Panobinostat	0	not_abx	NA
HY-10208	6.570503	9.763489	MCE	Pazopanib	0	not_abx	NA
HY-102015	8.875894	1.3778927	MCE	6-Biopterin	0	not_abx	NA
HY-101952	2.6798308	2.4853618	MCE	Prostaglandin E2	0	not_abx	NA
HY-10162	5.482184	9.9146805	MCE	Olaparib	0	not_abx	NA
HY-10159A	7.9851227	9.859557	MCE	Nilotinib (monohydrochloride monohydrate)	0	not_abx	NA
HY-10159	8.00103	9.803442	MCE	Nilotinib	0	not_abx	NA
HY-101417	3.890244	0.97186685	MCE	Diethyl phosphate	0	not_abx	NA
HY-101238	5.3628993	0.91644996	MCE	Agmatine (sulfate)	0	not_abx	NA
HY-101414	5.1667943	0.92099386	MCE	L-DABA	0	not_abx	NA
HY-101413	6.0536127	1.9434698	MCE	Iberin	0	not_abx	NA
HY-101411	4.5838614	1.1315361	MCE	4-Acetamidobutanoic acid	0	not_abx	NA
HY-101410	5.1658664	1.392534	MCE	SDMA	0	not_abx	NA
HY-101409	4.600104	0.6394322	MCE	O-Acetylserine	0	not_abx	NA
HY-101404	5.9273553	1.7207218	MCE	DL-Homocysteine thiolactone (hydrochloride)	0	not_abx	NA
HY-101403	5.045814	1.7966355	MCE	N-(5-Aminopentyl)acetamide	0	not_abx	NA
HY-101402A	5.8535233	3.5470614	MCE	Cyclo(his-pro) (TFA)	0	not_abx	NA
HY-101401	5.9276147	1.5969114	MCE	3-(Methylthio)propionic acid	0	not_abx	NA
HY-101400	7.6693416	0.71489173	MCE	Deoxycytidine triphosphate	0	not_abx	NA
HY-101399	9.107485	6.783205	MCE	γ-Glu-Phe	0	not_abx	NA
HY-10978	11.312539	7.4509907	MCE	Crisaborole	0	not_abx	NA
HY-10980	7.9248037	7.461016	MCE	Tavaborole	0	not_abx	NA
HY-10984	8.250674	5.8940187	MCE	Pomalidomide	0	not_abx	NA
HY-10997	6.8521357	9.474135	MCE	Ibrutinib	0	not_abx	NA
HY-12057	7.5658216	10.392756	MCE	Vemurafenib	0	not_abx	NA
HY-12033	3.6903186	6.531723	MCE	2-Methoxyestradiol	0	not_abx	NA
HY-12009	6.602391	9.730704	MCE	Pazopanib (Hydrochloride)	0	not_abx	NA
HY-12005	6.020586	5.0563064	MCE	Fingolimod (hydrochloride)	0	not_abx	NA
HY-116514	1.7162085	1.7698349	MCE	(S)-(−)-Perillyl alcohol	0	not_abx	NA
HY-114703	9.854701	8.429735	MCE	Eslicarbazepine	0	not_abx	NA
HY-114464	-0.94318074	5.719409	MCE	11-Beta-hydroxyandrostenedione	0	not_abx	NA
HY-114370	5.5403714	9.050333	MCE	Selpercatinib	0	not_abx	NA
HY-114200	8.394419	7.442312	MCE	Imrecoxib	0	not_abx	NA
HY-113524	4.3215137	0.6012241	MCE	N-Acetyl-L-aspartic acid	0	not_abx	NA
HY-113511	2.302542	-2.4487333	MCE	Glycogen	0	not_abx	NA
HY-113485	7.595792	12.545578	MCE	Melanin	0	not_abx	NA
HY-113474	11.917025	7.4570365	MCE	3,4-Dihydroxymandelic acid	0	not_abx	NA
HY-113466	2.8166046	2.2201965	MCE	4-Hydroxynonenal	0	not_abx	NA
HY-113432	8.836368	8.82788	MCE	Nudifloramide	0	not_abx	NA
HY-113427	2.9150784	2.23624	MCE	trans-Vaccenic acid	0	not_abx	NA
HY-113426	4.8805137	1.609728	MCE	Nepsilon-Acetyl-L-lysine	0	not_abx	NA
HY-113410	3.2598062	1.059994	MCE	3-Methylglutaric acid	0	not_abx	NA
HY-113409	3.5312636	1.4938663	MCE	3-Hydroxyisovaleric acid	0	not_abx	NA
HY-113380	4.698764	0.92135483	MCE	(S)-b-aminoisobutyric acid	0	not_abx	NA
HY-113378	3.5699804	0.9678261	MCE	3-Hydroxybutyric acid	0	not_abx	NA
HY-113373	4.762148	0.39158806	MCE	Guanidinosuccinic acid	0	not_abx	NA
HY-113362	2.901705	2.2785168	MCE	Petroselinic acid	0	not_abx	NA
HY-113354	6.593225	2.8488576	MCE	Anserine	0	not_abx	NA
HY-113353	9.358017	8.542777	MCE	Nicotinuric acid	0	not_abx	NA
HY-121186	9.023667	5.623996	MCE	Bevantolol (hydrochloride)	0	not_abx	NA
HY-121235	9.350415	9.338344	MCE	Clonixin	0	not_abx	NA
HY-12199B	5.78077	5.185319	MCE	Pitolisant (hydrochloride)	0	not_abx	NA
HY-12710A	4.41303	8.444575	MCE	Rauwolscine (hydrochloride)	0	not_abx	NA
HY-128744	4.3116236	-0.12084393	MCE	Phosphonoacetic acid	0	not_abx	NA
HY-128699	4.5649285	3.1343353	MCE	D-Desthiobiotin	0	not_abx	NA
HY-12866A	5.198653	8.381884	MCE	Larotrectinib sulfate	0	not_abx	NA
HY-12866	5.1818776	8.375282	MCE	Larotrectinib	0	not_abx	NA
HY-128553	8.714401	6.5834584	MCE	Antineoplaston A10	0	not_abx	NA
HY-128454	6.025513	1.8319173	MCE	Dimethyl trisulfide	0	not_abx	NA
HY-128447	5.9728847	1.7386905	MCE	Allyl methyl sulfide	0	not_abx	NA
HY-128417	3.1153185	-2.2828693	MCE	alpha-D-glucose	0	not_abx	NA
HY-128378	-0.9332943	5.4048014	MCE	16-​Dehydroprogesterone	0	not_abx	NA
HY-12745A	3.9204535	6.526583	MCE	Nalfurafine (hydrochloride)	0	not_abx	NA
HY-12720A	6.8792763	7.630217	MCE	Apraclonidine (hydrochloride)	0	not_abx	NA
HY-12695	7.952012	0.7932598	MCE	Guanosine 5'-triphosphate (trisodium salt)	0	not_abx	NA
HY-12215	6.6422443	9.118766	MCE	Lorlatinib	0	not_abx	NA
HY-12650	-0.08370463	4.957988	MCE	Mirogabalin	0	not_abx	NA
HY-12516	-0.78686345	6.041278	MCE	Desogestrel	0	not_abx	NA
HY-124422	3.4062028	3.0764558	MCE	Pentacosanoic acid	0	not_abx	NA
HY-124257	2.0484166	1.6648462	MCE	(R)-Citronellol	0	not_abx	NA
HY-124124	9.267143	8.730205	MCE	N-Methylnicotinamide	0	not_abx	NA
HY-123593	8.222169	7.460314	MCE	Mozavaptan (hydrochloride)	0	not_abx	NA
HY-12357	3.0974138	2.8453782	MCE	Bempedoic acid	0	not_abx	NA
HY-123210	5.4331717	8.601355	MCE	Lodenafil	0	not_abx	NA
HY-12288	6.9138064	8.78716	MCE	Ozanimod	0	not_abx	NA
HY-122537A	5.721493	7.989555	MCE	Arotinolol	0	not_abx	NA
HY-122524	8.615656	1.1816578	MCE	7-Methylguanosine	0	not_abx	NA
HY-113334	3.0917768	-2.0119495	MCE	Turanose	0	not_abx	NA
HY-113328	4.2676377	0.8344327	MCE	Aminoadipic acid	0	not_abx	NA
HY-113315	0.33533978	5.593964	MCE	3b-Hydroxy-5-cholenoic acid	0	not_abx	NA
HY-113008	9.176097	9.245921	MCE	Urocanic acid	0	not_abx	NA
HY-113098	3.4114645	1.2085246	MCE	2-Oxovaleric acid	0	not_abx	NA
HY-113094	2.997253	2.3551397	MCE	Paullinic acid	0	not_abx	NA
HY-113085	11.059078	8.277894	MCE	3-Hydroxyhippuric acid	0	not_abx	NA
HY-113081	8.626634	0.9994026	MCE	1-Methyladenosine	0	not_abx	NA
HY-113080	4.915263	1.3639895	MCE	N-Acetylornithine	0	not_abx	NA
HY-113071A	3.629558	1.477505	MCE	Mevalonic acid (lithium salt)	0	not_abx	NA
HY-113063	3.4120185	1.4510664	MCE	3-Methyl-2-oxovaleric acid	0	not_abx	NA
HY-113047	3.2011154	-0.93556523	MCE	5,6-Dihydrouridine	0	not_abx	NA
HY-113027	11.51808	7.8868947	MCE	p-Hydroxymandelic acid	0	not_abx	NA
HY-113016	2.8907866	2.2072904	MCE	Elaidic acid	0	not_abx	NA
HY-113011	2.3912623	-2.5012574	MCE	Maltotriose	0	not_abx	NA
HY-112731	9.086954	9.085995	MCE	TFAP	0	not_abx	NA
HY-113101	3.282593	0.7359651	MCE	2-Hydroxyadipic acid	0	not_abx	NA
HY-112537	3.729109	-1.4025584	MCE	D-Glucose 6-phosphate	0	not_abx	NA
HY-112175	6.599269	2.8920448	MCE	N-Acetylhistamine	0	not_abx	NA
HY-112171	4.712802	0.85629976	MCE	γ-L-Glutamyl-L-alanine	0	not_abx	NA
HY-112052	4.413402	0.3594822	MCE	Aminomalonic acid	0	not_abx	NA
HY-111647	8.699423	1.1412449	MCE	N2-Methylguanosine	0	not_abx	NA
HY-111603	12.330065	7.427295	MCE	Calcium dobesilate	0	not_abx	NA
HY-111354	6.7033815	7.5734463	MCE	Tinoridine hydrochloride	0	not_abx	NA
HY-111095	3.5543933	0.6296603	MCE	D-(-)-Lactic acid	0	not_abx	NA
HY-11101	4.6920886	-0.15012012	MCE	Alendronate (sodium hydrate)	0	not_abx	NA
HY-11063	6.0590315	5.0256996	MCE	Fingolimod	0	not_abx	NA
HY-10997A	6.8601184	9.545601	MCE	Ibrutinib (Racemate)	0	not_abx	NA
HY-113099	6.7213926	11.867169	MCE	Indolelactic acid	0	not_abx	NA
HY-113126	3.5585244	0.8882516	MCE	(S)-3-Hydroxyisobutyric acid	0	not_abx	NA
HY-113307	0.23706773	5.789672	MCE	Alloepipregnanolone	0	not_abx	NA
HY-113252	3.6467361	6.451259	MCE	2-Methoxyestrone	0	not_abx	NA
HY-113306	10.153835	1.4846076	MCE	1-Methyladenine	0	not_abx	NA
HY-113303	8.884631	8.514013	MCE	FAPy-adenine	0	not_abx	NA
HY-113301	3.3008456	3.1179469	MCE	Hexacosanoic acid	0	not_abx	NA
HY-113298	2.8493617	0.40462086	MCE	Citraconic acid	0	not_abx	NA
HY-113286	5.231868	0.7582066	MCE	4-Guanidinobutanoic acid	0	not_abx	NA
HY-113285	5.0054803	0.5911395	MCE	Ureidopropionic acid	0	not_abx	NA
HY-113283	11.762311	7.9463625	MCE	Homogentisic acid	0	not_abx	NA
HY-113278	7.7669764	5.9984565	MCE	Leucyl-phenylalanine	0	not_abx	NA
HY-113277	3.2434947	1.148554	MCE	3-Methyladipic acid	0	not_abx	NA
HY-113263	-0.6571603	5.5447345	MCE	17a-Hydroxypregnenolone	0	not_abx	NA
HY-113253A	5.0121937	1.9556714	MCE	N8-Acetylspermidine dihydrochloride	0	not_abx	NA
HY-113247	2.769489	0.44617572	MCE	trans-trans-Muconic acid	0	not_abx	NA
HY-113128	4.029508	-1.2252916	MCE	sn-Glycerol 3-phosphate	0	not_abx	NA
HY-113236	9.779617	5.892058	MCE	p-Synephrine	0	not_abx	NA
HY-113221	4.448828	3.744622	MCE	Isovalerylcarnitine	0	not_abx	NA
HY-113216	5.3015103	1.4332258	MCE	Asymmetric dimethylarginine	0	not_abx	NA
HY-113204	3.0521634	2.166135	MCE	N-Oleoyl glycine	0	not_abx	NA
HY-113168	4.4427915	3.63572	MCE	Butyrylcarnitine	0	not_abx	NA
HY-113166	3.9675038	3.1610198	MCE	Dodecanoylcarnitine	0	not_abx	NA
HY-113139	8.705977	1.0301634	MCE	1-Methylinosine	0	not_abx	NA
HY-113137	8.515044	1.2597709	MCE	N2,N2-Dimethylguanosine	0	not_abx	NA
HY-113136	8.714471	1.1384741	MCE	1-Methylguanosine	0	not_abx	NA
HY-113135	7.200553	1.1439368	MCE	5-Methylcytidine	0	not_abx	NA
HY-113134	0.67763495	4.920888	MCE	25-Hydroxycholesterol	0	not_abx	NA
HY-18690	6.081536	8.767212	MCE	Enasidenib	0	not_abx	NA
HY-18706	11.318924	6.6485004	MCE	trans-Tranilast	0	not_abx	NA
HY-B2116	11.3958435	8.25102	MCE	Osalmid	0	not_abx	NA
HY-B0758	7.963385	4.722116	MCE	Troxipide	0	not_abx	NA
HY-B0929	7.7793	5.155474	MCE	Octisalate	0	not_abx	NA
HY-B0926	12.352433	4.4336624	MCE	Diatrizoic acid	0	not_abx	NA
HY-B0924	10.908041	7.6283836	MCE	Anisindione	0	not_abx	NA
HY-B0923	11.616662	7.525984	MCE	Danthron	0	not_abx	NA
